group_key,class_name,split,available_segments,recordings
Passenger/20170802-108/230730.wav,Passenger,test,83,1
Passenger/20170912b-118/201835.wav,Passenger,test,57,1
Passenger/20171105-126/235036.wav,Passenger,test,2,1
Passenger/20180307-146/075607.wav,Passenger,test,78,1
Passenger/20180406a-153/151655.wav,Passenger,test,110,1
Passenger/20180505a-161/101511.wav,Passenger,test,113,1
Passenger/20180912-25/034620.wav,Passenger,test,39,1
CONTENT:542ebf57d98d7223e425b773ee4223433a4ebcc708d63d34d5ae39bfdaaa9647,Passenger,train,188,2
CONTENT:61f8b90b64b2b1f2912473dbc0757e989b1ee80b2c86a66e29daf7c23c0e3d23,Passenger,train,12,2
CONTENT:69393276122d65bf0229bbc45d6707c051cdbeb322d96994bce3f0a2b98df789,Passenger,train,354,2
CONTENT:b9957fc81ad6e8aa3eff77307f2245a9faa2f32a31ce9dd2489c3b70988248fe,Passenger,train,200,2
CONTENT:de1f880a56a585cc9ed41d6b1ecbbdf57350a6babad75c984a9d52b0e5704959,Passenger,train,266,2
Passenger/20160505-1/1.wav,Passenger,train,12,1
Passenger/20160506-2/2.wav,Passenger,train,111,1
Passenger/20160506d-3/3.wav,Passenger,train,185,1
Passenger/20160507a-4/4.wav,Passenger,train,68,1
Passenger/20160507b-5/5.wav,Passenger,train,4,1
Passenger/20160507c-6/6.wav,Passenger,train,10,1
Passenger/20160514-7/113853.wav,Passenger,train,116,1
Passenger/20160521a-10/041411.wav,Passenger,train,121,1
Passenger/20160529-13/083740.wav,Passenger,train,76,1
Passenger/20160601c-14/14.wav,Passenger,train,16,1
Passenger/20160603-15/042208.wav,Passenger,train,152,1
Passenger/20160604-16/16.wav,Passenger,train,3,1
Passenger/20160625a-22/041906.wav,Passenger,train,128,1
Passenger/20160629a-23/23.wav,Passenger,train,43,1
Passenger/20160629b-24/135359.wav,Passenger,train,359,1
Passenger/20160724a-27/27.wav,Passenger,train,11,1
Passenger/20160724b-28/110548.wav,Passenger,train,84,1
Passenger/20160727-29/29.wav,Passenger,train,12,1
Passenger/20160806-30/30.wav,Passenger,train,2,1
Passenger/20160807a-31/31.wav,Passenger,train,5,1
Passenger/20160813a-32/32.wav,Passenger,train,18,1
Passenger/20160831-38/034757.wav,Passenger,train,79,1
Passenger/20160908a-40/174717.wav,Passenger,train,143,1
Passenger/20160909-41/41.wav,Passenger,train,7,1
Passenger/20160910-42/035117.wav,Passenger,train,107,1
Passenger/20160916a-43/124641.wav,Passenger,train,94,1
Passenger/20160917a-44/184735.wav,Passenger,train,76,1
Passenger/20161019a-46/174803.wav,Passenger,train,112,1
Passenger/20161028a-47/224803.wav,Passenger,train,106,1
Passenger/20161208-49/163603.wav,Passenger,train,193,1
Passenger/20161214-50/50.wav,Passenger,train,54,1
Passenger/20170202-54/183738.wav,Passenger,train,433,1
Passenger/20170215-55/152700.wav,Passenger,train,158,1
Passenger/20170218-56/050212.wav,Passenger,train,72,1
Passenger/20170312-59/153853.wav,Passenger,train,34,1
Passenger/20170322-60/061551.wav,Passenger,train,8,1
Passenger/20170330-61/175151.wav,Passenger,train,47,1
Passenger/20170331-62/044959.wav,Passenger,train,58,1
Passenger/20170408-65/040520.wav,Passenger,train,99,1
Passenger/20170408a-66/224944.wav,Passenger,train,16,1
Passenger/20170417-67/025741.wav,Passenger,train,88,1
Passenger/20170429a-68/102113.wav,Passenger,train,36,1
Passenger/20170503c-70/201813.wav,Passenger,train,4,1
Passenger/20170506a-71/114552.wav,Passenger,train,116,1
Passenger/20170508-72/035234.wav,Passenger,train,78,1
Passenger/20170508a-73/152055.wav,Passenger,train,2,1
Passenger/20170510-75/113409.wav,Passenger,train,116,1
Passenger/20170511a-76/195844.wav,Passenger,train,189,1
Passenger/20170513a-79/201854.wav,Passenger,train,8,1
Passenger/20170514-80/060420.wav,Passenger,train,13,1
Passenger/20170517a-82/162940.wav,Passenger,train,9,1
Passenger/20170517b-83/225337.wav,Passenger,train,41,1
Passenger/20170520a-84/174851.wav,Passenger,train,39,1
Passenger/20170530a-87/165315.wav,Passenger,train,123,1
Passenger/20170603-89/012058.wav,Passenger,train,16,1
Passenger/20170605-90/174603.wav,Passenger,train,100,1
Passenger/20170605a-91/191933.wav,Passenger,train,8,1
Passenger/20170613-92/162550.wav,Passenger,train,89,1
Passenger/20170615-93/124844.wav,Passenger,train,40,1
Passenger/20170616a-95/231343.wav,Passenger,train,50,1
Passenger/20170625-97/000157.wav,Passenger,train,12,1
Passenger/20170627a-98/152638.wav,Passenger,train,59,1
Passenger/20170629-99/012112.wav,Passenger,train,91,1
Passenger/20170701-100/013614.wav,Passenger,train,18,1
Passenger/20170709-101/095127.wav,Passenger,train,240,1
Passenger/20170715-102/041047.wav,Passenger,train,93,1
Passenger/20170716-103/111744.wav,Passenger,train,239,1
Passenger/20170720a-104/110917.wav,Passenger,train,5,1
Passenger/20170723-105/095606.wav,Passenger,train,100,1
Passenger/20170725-106/143547.wav,Passenger,train,13,1
Passenger/20170803-109/231129.wav,Passenger,train,39,1
Passenger/20170808-110/113313.wav,Passenger,train,23,1
Passenger/20170826a-111/043132.wav,Passenger,train,24,1
Passenger/20170827-112/033909.wav,Passenger,train,123,1
Passenger/20170905-113/224957.wav,Passenger,train,46,1
Passenger/20170915-119/210154.wav,Passenger,train,8,1
Passenger/20170925-120/101039.wav,Passenger,train,52,1
Passenger/20171017-124/095628.wav,Passenger,train,120,1
Passenger/20171020a-125/201024.wav,Passenger,train,181,1
Passenger/20171106-127/044551.wav,Passenger,train,57,1
Passenger/20171110-129/224141.wav,Passenger,train,100,1
Passenger/20171120-131/163321.wav,Passenger,train,52,1
Passenger/20171207-133/162949.wav,Passenger,train,67,1
Passenger/20171210-135/021603.wav,Passenger,train,113,1
Passenger/20171229-136/201102.wav,Passenger,train,100,1
Passenger/20180120-139/191134.wav,Passenger,train,72,1
Passenger/20180125-140/071504.wav,Passenger,train,94,1
Passenger/20180202-141/134746.wav,Passenger,train,91,1
Passenger/20180205-142/230715.wav,Passenger,train,110,1
Passenger/20180215-144/185044.wav,Passenger,train,10,1
Passenger/20180219-145/034422.wav,Passenger,train,65,1
Passenger/20180320-148/103759.wav,Passenger,train,21,1
Passenger/20180326-149/180641.wav,Passenger,train,130,1
Passenger/20180329-150/181312.wav,Passenger,train,24,1
Passenger/20180330-151/032743.wav,Passenger,train,340,1
Passenger/20180406-152/135944.wav,Passenger,train,39,1
Passenger/20180412-154/110230.wav,Passenger,train,28,1
Passenger/20180420-155/033310.wav,Passenger,train,122,1
Passenger/20180426-156/114757.wav,Passenger,train,13,1
Passenger/20180503-159/153434.wav,Passenger,train,121,1
Passenger/20180505-160/063136.wav,Passenger,train,50,1
Passenger/20180506-162/054035.wav,Passenger,train,31,1
Passenger/20180506a-163/105313.wav,Passenger,train,163,1
Passenger/20180506b-164/113050.wav,Passenger,train,122,1
Passenger/20180513-166/084039.wav,Passenger,train,123,1
Passenger/20180514-167/181453.wav,Passenger,train,2,1
Passenger/20180518-168/031804.wav,Passenger,train,36,1
Passenger/20180519-169/012744.wav,Passenger,train,15,1
Passenger/20180520-170/120550.wav,Passenger,train,113,1
Passenger/20180524-172/225612.wav,Passenger,train,78,1
Passenger/20180619-174/062048.wav,Passenger,train,8,1
Passenger/20180630-175/094326.wav,Passenger,train,116,1
Passenger/20180630a-176/200100.wav,Passenger,train,142,1
Passenger/20180703-177/221012.wav,Passenger,train,69,1
Passenger/20180711-178/094820.wav,Passenger,train,116,1
Passenger/20180722-179/181231.wav,Passenger,train,208,1
Passenger/20180821-18/153439.wav,Passenger,train,73,1
Passenger/20180827-180/182309.wav,Passenger,train,35,1
Passenger/20180905a-19/211808.wav,Passenger,train,53,1
Passenger/20180913-184/181821.wav,Passenger,train,20,1
Passenger/20180914-185/182348.wav,Passenger,train,137,1
Passenger/20180917-81/035007.wav,Passenger,train,2,1
Passenger/20180921-186/111213.wav,Passenger,train,120,1
Passenger/20180923-188/012316.wav,Passenger,train,14,1
Passenger/20180925-189/012450.wav,Passenger,train,3,1
Passenger/20180926-190/011928.wav,Passenger,train,10,1
Passenger/20180926a-191/012514.wav,Passenger,train,2,1
Passenger/20180929-192/012612.wav,Passenger,train,2,1
Passenger/20181003-193/012519.wav,Passenger,train,52,1
Passenger/20160515-8/8.wav,Passenger,val,4,1
Passenger/20160516a-9/9.wav,Passenger,val,3,1
Passenger/20160528-12/12.wav,Passenger,val,6,1
Passenger/20160606-17/17.wav,Passenger,val,8,1
Passenger/20160616a-20/165320.wav,Passenger,val,130,1
Passenger/20160616b-21/200904.wav,Passenger,val,265,1
Passenger/20160820a-33/33.wav,Passenger,val,37,1
Passenger/20160821a-34/174334.wav,Passenger,val,115,1
Passenger/20161003b-45/175305.wav,Passenger,val,106,1
Passenger/20161102-48/124450.wav,Passenger,val,117,1
Passenger/20170114-53/053615.wav,Passenger,val,17,1
Passenger/20170512a-77/113827.wav,Passenger,val,65,1
Passenger/20170522-85/110529.wav,Passenger,val,124,1
Passenger/20170527-86/013032.wav,Passenger,val,17,1
Passenger/20170601-88/112643.wav,Passenger,val,94,1
Passenger/20170617a-96/073155.wav,Passenger,val,629,1
Passenger/20170729a-107/151035.wav,Passenger,val,217,1
Passenger/20171001-121/105017.wav,Passenger,val,10,1
Passenger/20171007-122/015806.wav,Passenger,val,100,1
Passenger/20171012-123/165340.wav,Passenger,val,138,1
Passenger/20171106a-128/184906.wav,Passenger,val,6,1
Passenger/20171116-130/161921.wav,Passenger,val,76,1
Passenger/20171122-132/071915.wav,Passenger,val,4,1
Passenger/20171208d-134/023937.wav,Passenger,val,7,1
Passenger/20180213-143/234934.wav,Passenger,val,40,1
Passenger/20180313a-147/181647.wav,Passenger,val,47,1
Passenger/20180501-157/112008.wav,Passenger,val,120,1
Passenger/20180502-158/030648.wav,Passenger,val,6,1
Passenger/20180511-165/101015.wav,Passenger,val,2,1
Passenger/20180522-171/064727.wav,Passenger,val,260,1
Passenger/20180617-173/201949.wav,Passenger,val,58,1
Passenger/20180828a-181/125034.wav,Passenger,val,24,1
Passenger/20180905b-182/061547.wav,Passenger,val,78,1
Passenger/20180905c-183/212331.wav,Passenger,val,131,1
Passenger/20180915-78/062231.wav,Passenger,val,8,1
Passenger/20180922-187/124737.wav,Passenger,val,13,1
Tank/20160526-6/6.wav,Tank,test,57,1
Tank/20160823-31/041452.wav,Tank,test,102,1
Tank/20161022-44/030503.wav,Tank,test,69,1
Tank/20161101a-49/49.wav,Tank,test,12,1
Tank/20161106-50/50.wav,Tank,test,3,1
Tank/20170122a-73/032130.wav,Tank,test,5,1
Tank/20170219-82/104435.wav,Tank,test,98,1
Tank/20170301-84/230755.wav,Tank,test,78,1
Tank/20170326b-89/231111.wav,Tank,test,81,1
Tank/20170327a-91/224310.wav,Tank,test,11,1
Tank/20170412-96/114857.wav,Tank,test,5,1
Tank/20170413-97/112445.wav,Tank,test,15,1
Tank/20170421-100/010738.wav,Tank,test,123,1
Tank/20170723a-128/192900.wav,Tank,test,105,1
Tank/20171108-149/011449.wav,Tank,test,174,1
Tank/20171127-154/162141.wav,Tank,test,3,1
Tank/20180129-172/025531.wav,Tank,test,124,1
Tank/20180311-182/212409.wav,Tank,test,102,1
Tank/20180314a-184/171300.wav,Tank,test,23,1
Tank/20180529-211/093622.wav,Tank,test,52,1
Tank/20180612a-217/230757.wav,Tank,test,117,1
Tank/20180705-224/144030.wav,Tank,test,117,1
Tank/20160509-1/123109.wav,Tank,train,92,1
Tank/20160511-2/2.wav,Tank,train,50,1
Tank/20160516-4/134837.wav,Tank,train,92,1
Tank/20160519-5/5.wav,Tank,train,15,1
Tank/20160531-7/142749.wav,Tank,train,167,1
Tank/20160601-8/8.wav,Tank,train,14,1
Tank/20160602-9/9.wav,Tank,train,6,1
Tank/20160602a-10/10.wav,Tank,train,10,1
Tank/20160604-11/171238.wav,Tank,train,123,1
Tank/20160612-12/12.wav,Tank,train,11,1
Tank/20160613-13/13.wav,Tank,train,52,1
Tank/20160615-14/14.wav,Tank,train,8,1
Tank/20160616-15/214515.wav,Tank,train,133,1
Tank/20160617-16/225229.wav,Tank,train,168,1
Tank/20160619a-18/18.wav,Tank,train,22,1
Tank/20160702-20/20.wav,Tank,train,34,1
Tank/20160703-21/21.wav,Tank,train,5,1
Tank/20160704-22/111311.wav,Tank,train,135,1
Tank/20160710-23/104049.wav,Tank,train,123,1
Tank/20160710a-24/24.wav,Tank,train,7,1
Tank/20160714-25/111759.wav,Tank,train,171,1
Tank/20160714a-26/141202.wav,Tank,train,116,1
Tank/20160724-27/025459.wav,Tank,train,118,1
Tank/20160810-29/29.wav,Tank,train,36,1
Tank/20160810a-30/30.wav,Tank,train,11,1
Tank/20160831-33/33.wav,Tank,train,5,1
Tank/20160904-34/005747.wav,Tank,train,86,1
Tank/20160927-39/39.wav,Tank,train,43,1
Tank/20161021-43/43.wav,Tank,train,9,1
Tank/20161024-45/061514.wav,Tank,train,82,1
Tank/20161027-46/145435.wav,Tank,train,115,1
Tank/20161030-47/47.wav,Tank,train,7,1
Tank/20161101-48/48.wav,Tank,train,12,1
Tank/20161110-52/005212.wav,Tank,train,14,1
Tank/20161113-237/174452.wav,Tank,train,96,1
Tank/20161121-54/094048.wav,Tank,train,20,1
Tank/20161123-55/171423.wav,Tank,train,22,1
Tank/20161124-56/095256.wav,Tank,train,28,1
Tank/20161125-57/202025.wav,Tank,train,3,1
Tank/20161128-58/005608.wav,Tank,train,147,1
Tank/20161206-59/221722.wav,Tank,train,20,1
Tank/20161208a-62/200744.wav,Tank,train,9,1
Tank/20161211-63/204245.wav,Tank,train,121,1
Tank/20161218-65/134000.wav,Tank,train,164,1
Tank/20161226-66/123224.wav,Tank,train,2,1
Tank/20161227-67/034311.wav,Tank,train,8,1
Tank/20170102-68/001752.wav,Tank,train,40,1
Tank/20170121-71/234906.wav,Tank,train,2,1
Tank/20170122-72/031957.wav,Tank,train,2,1
Tank/20170122b-74/050415.wav,Tank,train,71,1
Tank/20170124-75/085359.wav,Tank,train,186,1
Tank/20170203-76/002153.wav,Tank,train,14,1
Tank/20170205-78/163939.wav,Tank,train,13,1
Tank/20170206-79/081843.wav,Tank,train,10,1
Tank/20170209-80/040238.wav,Tank,train,14,1
Tank/20170216-81/035911.wav,Tank,train,176,1
Tank/20170309-85/095437.wav,Tank,train,5,1
Tank/20170317-86/072019.wav,Tank,train,94,1
Tank/20170326-87/022836.wav,Tank,train,20,1
Tank/20170326a-88/203852.wav,Tank,train,7,1
Tank/20170327-90/112002.wav,Tank,train,3,1
Tank/20170403-92/044833.wav,Tank,train,10,1
Tank/20170403a-93/102955.wav,Tank,train,58,1
Tank/20170404-94/061416.wav,Tank,train,6,1
Tank/20170409-95/031833.wav,Tank,train,177,1
Tank/20170419-98/021347.wav,Tank,train,111,1
Tank/20170420-99/170815.wav,Tank,train,27,1
Tank/20170425-102/231243.wav,Tank,train,169,1
Tank/20170509-104/105420.wav,Tank,train,172,1
Tank/20170510-105/041848.wav,Tank,train,109,1
Tank/20170512-107/081819.wav,Tank,train,46,1
Tank/20170516-108/201729.wav,Tank,train,8,1
Tank/20170525-109/111532.wav,Tank,train,5,1
Tank/20170529-110/124845.wav,Tank,train,147,1
Tank/20170530-111/004426.wav,Tank,train,13,1
Tank/20170605-112/143212.wav,Tank,train,140,1
Tank/20170608-113/234244.wav,Tank,train,14,1
Tank/20170612-114/013848.wav,Tank,train,2,1
Tank/20170621-116/221235.wav,Tank,train,8,1
Tank/20170623-117/232502.wav,Tank,train,29,1
Tank/20170625-118/180527.wav,Tank,train,30,1
Tank/20170627-119/111336.wav,Tank,train,173,1
Tank/20170629-120/215813.wav,Tank,train,114,1
Tank/20170630-121/210742.wav,Tank,train,6,1
Tank/20170704-122/145807.wav,Tank,train,113,1
Tank/20170705-123/030515.wav,Tank,train,120,1
Tank/20170711-124/000454.wav,Tank,train,2,1
Tank/20170711a-239/191933.wav,Tank,train,186,1
Tank/20170712-125/013547.wav,Tank,train,170,1
Tank/20170712a-126/015656.wav,Tank,train,16,1
Tank/20170720-127/064114.wav,Tank,train,5,1
Tank/20170723-238/052014.wav,Tank,train,26,1
Tank/20170728-129/202445.wav,Tank,train,68,1
Tank/20170802-130/135021.wav,Tank,train,19,1
Tank/20170815-131/215556.wav,Tank,train,2,1
Tank/20170818-132/060518.wav,Tank,train,21,1
Tank/20170822-133/172736.wav,Tank,train,138,1
Tank/20170826-135/005931.wav,Tank,train,23,1
Tank/20170828-136/215454.wav,Tank,train,136,1
Tank/20170901-137/205515.wav,Tank,train,117,1
Tank/20170923-140/064301.wav,Tank,train,15,1
Tank/20171015-144/090640.wav,Tank,train,22,1
Tank/20171023-145/214849.wav,Tank,train,16,1
Tank/20171024-146/085126.wav,Tank,train,6,1
Tank/20171029-147/012439.wav,Tank,train,9,1
Tank/20171031-148/074400.wav,Tank,train,2,1
Tank/20171110-150/231243.wav,Tank,train,123,1
Tank/20171121-151/180451.wav,Tank,train,5,1
Tank/20171126-152/025605.wav,Tank,train,140,1
Tank/20171128-155/013710.wav,Tank,train,8,1
Tank/20171204-156/222708.wav,Tank,train,33,1
Tank/20171207-157/150539.wav,Tank,train,123,1
Tank/20171208-158/193936.wav,Tank,train,136,1
Tank/20171216-159/160715.wav,Tank,train,105,1
Tank/20171220-240/222041.wav,Tank,train,2,1
Tank/20171223-162/150450.wav,Tank,train,166,1
Tank/20171230-163/032310.wav,Tank,train,2,1
Tank/20171230a-164/195035.wav,Tank,train,91,1
Tank/20171230b-165/032319.wav,Tank,train,2,1
Tank/20180117-166/054518.wav,Tank,train,10,1
Tank/20180119-167/055815.wav,Tank,train,8,1
Tank/20180119a-168/055857.wav,Tank,train,2,1
Tank/20180120-169/125003.wav,Tank,train,184,1
Tank/20180120a-170/211000.wav,Tank,train,4,1
Tank/20180121-171/222956.wav,Tank,train,117,1
Tank/20180130-173/054907.wav,Tank,train,16,1
Tank/20180203-174/232020.wav,Tank,train,56,1
Tank/20180206-175/104114.wav,Tank,train,29,1
Tank/20180206a-176/131726.wav,Tank,train,43,1
Tank/20180208-177/234708.wav,Tank,train,8,1
Tank/20180211-178/180933.wav,Tank,train,161,1
Tank/20180221-179/020619.wav,Tank,train,128,1
Tank/20180226-180/033811.wav,Tank,train,78,1
Tank/20180303-181/060850.wav,Tank,train,105,1
Tank/20180316-185/163653.wav,Tank,train,6,1
Tank/20180316a-186/174010.wav,Tank,train,52,1
Tank/20180405-188/025825.wav,Tank,train,24,1
Tank/20180411-189/081047.wav,Tank,train,3,1
Tank/20180413-191/212814.wav,Tank,train,3,1
Tank/20180417-192/005456.wav,Tank,train,97,1
Tank/20180418-193/004704.wav,Tank,train,147,1
Tank/20180422-195/171202.wav,Tank,train,7,1
Tank/20180422a-196/171529.wav,Tank,train,10,1
Tank/20180422b-197/171240.wav,Tank,train,2,1
Tank/20180423-198/063301.wav,Tank,train,11,1
Tank/20180425-199/083048.wav,Tank,train,219,1
Tank/20180507-202/212341.wav,Tank,train,180,1
Tank/20180508-203/232237.wav,Tank,train,8,1
Tank/20180509-204/124919.wav,Tank,train,16,1
Tank/20180510-205/062026.wav,Tank,train,105,1
Tank/20180515a-207/224627.wav,Tank,train,21,1
Tank/20180519-208/103407.wav,Tank,train,60,1
Tank/20180520-209/130618.wav,Tank,train,6,1
Tank/20180523-210/171217.wav,Tank,train,16,1
Tank/20180602-212/172529.wav,Tank,train,123,1
Tank/20180604-213/122139.wav,Tank,train,46,1
Tank/20180607-214/124208.wav,Tank,train,4,1
Tank/20180612-216/032309.wav,Tank,train,117,1
Tank/20180616-218/225427.wav,Tank,train,16,1
Tank/20180618-219/031247.wav,Tank,train,12,1
Tank/20180629-220/001835.wav,Tank,train,122,1
Tank/20180630-221/173807.wav,Tank,train,10,1
Tank/20180702-222/172918.wav,Tank,train,172,1
Tank/20180703-223/143323.wav,Tank,train,153,1
Tank/20180710-225/065625.wav,Tank,train,15,1
Tank/20180710a-226/070051.wav,Tank,train,5,1
Tank/20180725-227/013354.wav,Tank,train,167,1
Tank/20180821-230/005202.wav,Tank,train,116,1
Tank/20180822-231/142019.wav,Tank,train,132,1
Tank/20180904-233/183908.wav,Tank,train,6,1
Tank/20180914-234/024440.wav,Tank,train,6,1
Tank/20180915-235/150156.wav,Tank,train,32,1
Tank/20180927-236/173410.wav,Tank,train,7,1
Tank/20160515-3/020119.wav,Tank,val,127,1
Tank/20160619-17/173821.wav,Tank,val,120,1
Tank/20160625-19/19.wav,Tank,val,4,1
Tank/20160808-28/203415.wav,Tank,val,130,1
Tank/20160829-32/32.wav,Tank,val,12,1
Tank/20160906-35/35.wav,Tank,val,5,1
Tank/20160907-36/094356.wav,Tank,val,155,1
Tank/20160910-37/190037.wav,Tank,val,79,1
Tank/20160924-38/38.wav,Tank,val,58,1
Tank/20161002-40/130331.wav,Tank,val,80,1
Tank/20161005-41/41.wav,Tank,val,14,1
Tank/20161009-42/42.wav,Tank,val,23,1
Tank/20161107-51/170102.wav,Tank,val,53,1
Tank/20161113a-53/212239.wav,Tank,val,11,1
