relative_path,class_name,match_status,match_method,match_confidence,metadata_record_id,ais_type_code,metadata_date,metadata_time,raw_vessel_name,canonical_vessel_name,mmsi,vessel_key,ambiguous_vessel_name
Cargo/20171114d-17/17.wav,Cargo,matched,record_id_and_date,high,17,70,20171114,214206,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171115a-18/18.wav,Cargo,matched,record_id_and_date,high,18,79,20171115,105346,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171115b-19/19.wav,Cargo,matched,record_id_and_date,high,19,70,20171115,134804,KM TOKYO,KM TOKYO,,NAME:cb61c07a7a1a,False
Cargo/20171115d-20/20.wav,Cargo,matched,record_id_and_date,high,20,70,20171115,185200,BUENA VENTURA,BUENA VENTURA,,NAME:f6b49023d7f3,False
Cargo/20171116-22/002044.wav,Cargo,matched,exact_date_time,high,22,76,20171116,002044,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171117a-24/045829.wav,Cargo,matched,exact_date_time,high,24,70,20171117,045829,ISLAND SPIRIT,ISLAND SPIRIT,,NAME:a0d706db5033,False
Cargo/20171117b-25/055206.wav,Cargo,matched,exact_date_time,high,25,70,20171117,055206,TRITON HAWK,TRITON HAWK,,NAME:b6cdb45129bb,False
Cargo/20171117d-26/225044.wav,Cargo,matched,exact_date_time,high,26,70,20171117,225044,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171118-27/27.wav,Cargo,matched,record_id_and_date,high,27,76,20171118,055532,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171118a-28/074918.wav,Cargo,matched,exact_date_time,high,28,79,20171118,074918,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171119b-29/151043.wav,Cargo,matched,exact_date_time,high,29,76,20171119,151043,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171120-30/214753.wav,Cargo,matched,exact_date_time,high,30,70,20171120,214753,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171121-31/031902.wav,Cargo,matched,exact_date_time,high,31,79,20171121,031902,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171121c-32/111158.wav,Cargo,matched,exact_date_time,high,32,70,20171121,111158,KITE ARROW,KITE ARROW,,NAME:d9f26214025f,False
Cargo/20171121e-33/202039.wav,Cargo,matched,exact_date_time,high,33,70,20171121,202039,AMIS FORTUNE,AMIS FORTUNE,,NAME:59ba6b6f6fa1,False
Cargo/20171121f-34/210343.wav,Cargo,matched,exact_date_time,high,34,74,20171121,210343,APL SOUTHAMPTON,APL SOUTHAMPTON,,NAME:98126d72ec3c,False
Cargo/20171122a-35/060651.wav,Cargo,matched,exact_date_time,high,35,76,20171122,060651,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171122b-36/075414.wav,Cargo,matched,exact_date_time,high,36,79,20171122,075414,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171122c-37/113017.wav,Cargo,matched,exact_date_time,high,37,70,20171122,113017,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171122d-38/38.wav,Cargo,matched,record_id_and_date,high,38,70,20171122,135158,MERLIN ARROW,MERLIN ARROW,,NAME:d84e45f0d825,False
Cargo/20171123-39/004508.wav,Cargo,matched,exact_date_time,high,39,70,20171123,004508,ARIES LEADER,ARIES LEADER,,NAME:cad2e05b3af7,False
Cargo/20171123c-40/135730.wav,Cargo,matched,exact_date_time,high,40,79,20171123,135730,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171124a-41/41.wav,Cargo,matched,record_id_and_date,high,41,76,20171124,054853,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171124c-42/134001.wav,Cargo,matched,exact_date_time,high,42,79,20171124,134001,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171124d-43/161634.wav,Cargo,matched,exact_date_time,high,43,70,20171124,161634,CHIOS LUCK,CHIOS LUCK,,NAME:eae500282cf9,False
Cargo/20171125-44/44.wav,Cargo,matched,record_id_and_date,high,44,70,20171125,025208,GLOVIS CENTURY,GLOVIS CENTURY,,NAME:4f98ee78f934,False
Cargo/20171125b-45/45.wav,Cargo,matched,record_id_and_date,high,45,79,20171125,120743,WESTWOOD COLUMBIA,WESTWOOD COLUMBIA,,NAME:85628b3ed480,False
Cargo/20171125c-46/134833.wav,Cargo,matched,exact_date_time,high,46,79,20171125,134833,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171125d-47/214505.wav,Cargo,matched,exact_date_time,high,47,70,20171125,214505,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171125e-48/234924.wav,Cargo,matched,exact_date_time,high,48,70,20171125,234924,MORNING MENAD,MORNING MENAD,,NAME:1f603aa156d0,False
Cargo/20171126-49/023314.wav,Cargo,matched,exact_date_time,high,49,71,20171126,023314,SANTA REGULA,SANTA REGULA,,NAME:a106214b7e57,False
Cargo/20171126a-50/035027.wav,Cargo,matched,exact_date_time,high,50,71,20171126,035027,MAERSK SEMAKAU,MAERSK SEMAKAU,,NAME:ce2cc8f11dd8,False
Cargo/20171126b-51/044753.wav,Cargo,matched,exact_date_time,high,51,70,20171126,044753,PAGANINO 218821000,PAGANINO,218821000,MMSI:218821000,False
Cargo/20171126c-52/063408.wav,Cargo,matched,exact_date_time,high,52,70,20171126,063408,STAR LOFOTEN,STAR LOFOTEN,,NAME:6963110a094f,False
Cargo/20171127-53/231436.wav,Cargo,matched,exact_date_time,high,53,70,20171127,231436,MORNING MENAD,MORNING MENAD,,NAME:1f603aa156d0,False
Cargo/20171128a-54/080742.wav,Cargo,matched,exact_date_time,high,54,79,20171128,080742,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171129-55/000645.wav,Cargo,matched,exact_date_time,high,55,76,20171129,000645,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171129c-56/075459.wav,Cargo,matched,exact_date_time,high,56,79,20171129,075459,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171130-57/165031.wav,Cargo,matched,exact_date_time,high,57,70,20171130,165031,AMSTEL OSPREY,AMSTEL OSPREY,,NAME:6f5173da1960,False
Cargo/20171130c-58/231720.wav,Cargo,matched,exact_date_time,high,58,70,20171130,231720,IVS NORTH,IVS NORTH,,NAME:dc6bbcf79723,False
Cargo/20171201-59/080357.wav,Cargo,matched,exact_date_time,high,59,79,20171201,080357,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171201a-60/111402.wav,Cargo,matched,exact_date_time,high,60,70,20171201,111402,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171202a-61/054923.wav,Cargo,matched,exact_date_time,high,61,76,20171202,054923,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171202b-62/62.wav,Cargo,matched,record_id_and_date,high,62,70,20171202,100609,ULTRA EXCELLENCE,ULTRA EXCELLENCE,,NAME:25f8571ad937,False
Cargo/20171202c-63/123015.wav,Cargo,matched,exact_date_time,high,63,70,20171202,123015,ANASTASIA,ANASTASIA,,NAME:58f9969a0115,False
Cargo/20171202e-64/141802.wav,Cargo,matched,exact_date_time,high,64,79,20171202,141802,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171203-65/191824.wav,Cargo,matched,exact_date_time,high,65,70,20171203,191824,COSMIC ACE,COSMIC ACE,,NAME:b68decb5e35f,False
Cargo/20171204-66/024305.wav,Cargo,matched,exact_date_time,high,66,70,20171204,024305,HALIFAX EXPRESS,HALIFAX EXPRESS,,NAME:0454eb16c7f2,False
Cargo/20171204a-67/051220.wav,Cargo,matched,exact_date_time,high,67,70,20171204,051220,POYANG 477669100,POYANG,477669100,MMSI:477669100,False
Cargo/20171204b-68/201125.wav,Cargo,matched,exact_date_time,high,68,76,20171204,201125,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171205-69/69.wav,Cargo,matched,record_id_and_date,high,69,70,20171205,010947,GLOVIS CHORUS,GLOVIS CHORUS,,NAME:ab6709103bb5,False
Cargo/20171205a-70/030344.wav,Cargo,matched,exact_date_time,high,70,79,20171205,030344,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171205e-71/111659.wav,Cargo,matched,exact_date_time,high,71,70,20171205,111659,TERN BULKER,TERN BULKER,,NAME:5af949216224,False
Cargo/20171205f-72/114551.wav,Cargo,matched,exact_date_time,high,72,70,20171205,114551,CAPRICORNUS LEADER,CAPRICORNUS LEADER,,NAME:63acb8f3e756,False
Cargo/20171205g-73/124454.wav,Cargo,matched,exact_date_time,high,73,70,20171205,124454,CAPE SUNRISE,CAPE SUNRISE,,NAME:e2b7e04e42ad,False
Cargo/20171205h-74/140834.wav,Cargo,matched,exact_date_time,high,74,79,20171205,140834,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171205i-75/202122.wav,Cargo,matched,exact_date_time,high,75,76,20171205,202122,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171206-76/004911.wav,Cargo,matched,exact_date_time,high,76,70,20171206,004911,CAPRICORNUS LEADER,CAPRICORNUS LEADER,,NAME:63acb8f3e756,False
Cargo/20171206a-77/014907.wav,Cargo,matched,exact_date_time,high,77,70,20171206,014907,POYANG 477669100,POYANG,477669100,MMSI:477669100,False
Cargo/20171206e-78/78.wav,Cargo,matched,record_id_and_date,high,78,70,20171206,132824,GALLEON,GALLEON,,NAME:90a6918d0cc2,False
Cargo/20171207-79/010450.wav,Cargo,matched,exact_date_time,high,79,70,20171207,010450,CMA CGM,CMA CGM,,NAME:8ac2ca58c386,False
Cargo/20171207a-80/013045.wav,Cargo,matched,exact_date_time,high,80,70,20171207,013045,ANTONELLA LEMBO,ANTONELLA LEMBO,,NAME:64d31728ecca,False
Cargo/20171207b-81/032120.wav,Cargo,matched,exact_date_time,high,81,79,20171207,032120,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171207d-82/100039.wav,Cargo,matched,exact_date_time,high,82,76,20171207,100039,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171207f-83/190947.wav,Cargo,matched,exact_date_time,high,83,70,20171207,190947,ADVENTURE 1,ADVENTURE 1,,NAME:c028d85f8c7f,False
Cargo/20171208-84/005033.wav,Cargo,matched,exact_date_time,high,84,70,20171208,005033,ANASTASIA,ANASTASIA,,NAME:58f9969a0115,False
Cargo/20171209-85/001029.wav,Cargo,matched,exact_date_time,high,85,70,20171209,001029,KURENAI,KURENAI,,NAME:45bc83c012f4,False
Cargo/20171209b-86/054935.wav,Cargo,matched,exact_date_time,high,86,76,20171209,054935,SEASPAN RELIANT,SEASPAN RELIANT,,NAME:d5212f5376c5,False
Cargo/20171209c-87/140111.wav,Cargo,matched,exact_date_time,high,87,79,20171209,140111,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171210-88/004442.wav,Cargo,matched,exact_date_time,high,88,70,20171210,004442,PAN UNITY,PAN UNITY,,NAME:366a7d34c731,False
Cargo/20171210a-89/020139.wav,Cargo,matched,exact_date_time,high,89,79,20171210,020139,CAP PASADO,CAP PASADO,,NAME:becd24724b0c,False
Cargo/20171210c-90/124043.wav,Cargo,matched,exact_date_time,high,90,70,20171210,124043,SANTIAGO,SANTIAGO,,NAME:ac7764f3ea51,False
Cargo/20171212a-91/003918.wav,Cargo,matched,exact_date_time,high,91,70,20171212,003918,GRAND MERCURY,GRAND MERCURY,,NAME:0b33ff8c9f47,False
Cargo/20171212b-92/040423.wav,Cargo,matched,exact_date_time,high,92,70,20171212,040423,MAIZURU BISHAMON,MAIZURU BISHAMON,,NAME:53be55a3c310,False
Cargo/20171212c-93/101404.wav,Cargo,matched,exact_date_time,high,93,70,20171212,101404,PROMETHEUS LEADER,PROMETHEUS LEADER,,NAME:5b38cef723e3,False
Cargo/20171212d-94/141302.wav,Cargo,matched,exact_date_time,high,94,79,20171212,141302,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171213-95/042800.wav,Cargo,matched,exact_date_time,high,95,71,20171213,042800,APL SAVANNAH,APL SAVANNAH,,NAME:cb911fc87f5a,False
Cargo/20171213b-96/96.wav,Cargo,matched,record_id_and_date,high,96,70,20171213,093631,ORIENT TRADER,ORIENT TRADER,,NAME:55e4cc202a44,False
Cargo/20171213d-97/154210.wav,Cargo,matched,exact_date_time,high,97,70,20171213,154210,STAR HARMONIA,STAR HARMONIA,,NAME:2a7cd609290c,False
Cargo/20171213e-98/231302.wav,Cargo,matched,exact_date_time,high,98,70,20171213,231302,AZALEA ACE,AZALEA ACE,,NAME:0884ca135c84,False
Cargo/20171213f-99/99.wav,Cargo,matched,record_id_and_date,high,99,70,20171213,232927,MARGUERITE ACE,MARGUERITE ACE,,NAME:09300c73f5c9,False
Cargo/20171213g-100/234857.wav,Cargo,matched,exact_date_time,high,100,70,20171213,234857,BRAZEN,BRAZEN,,NAME:614ac1089522,False
Cargo/20171214a-101/075400.wav,Cargo,matched,exact_date_time,high,101,79,20171214,075400,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171214b-102/091542.wav,Cargo,matched,exact_date_time,high,102,70,20171214,091542,SPRING QUEEN,SPRING QUEEN,,NAME:6848ae434d06,False
Cargo/20171214d-103/103.wav,Cargo,matched,record_id_and_date,high,103,70,20171214,155438,AFRICAN KITE,AFRICAN KITE,,NAME:9545bbe412c1,False
Cargo/20171214e-104/213748.wav,Cargo,matched,exact_date_time,high,104,70,20171214,213748,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171214f-105/215513.wav,Cargo,matched,exact_date_time,high,105,70,20171214,215513,CARMEL,CARMEL,,NAME:87d007354e28,False
Cargo/20171215-106/014609.wav,Cargo,matched,exact_date_time,high,106,79,20171215,014609,DALLAS EXPRESS,DALLAS EXPRESS,,NAME:59f2cdfa708b,False
Cargo/20171215a-107/112126.wav,Cargo,matched,exact_date_time,high,107,70,20171215,112126,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Cargo/20171215b-108/114505.wav,Cargo,matched,exact_date_time,high,108,70,20171215,114505,ISTRA ACE,ISTRA ACE,,NAME:1533fa5c8ebe,False
Cargo/20171215c-109/141018.wav,Cargo,matched,exact_date_time,high,109,79,20171215,141018,PRINCESS SUPERIOR,PRINCESS SUPERIOR,,NAME:3ab5953ca290,False
Cargo/20171215d-110/110.wav,Cargo,matched,record_id_and_date,high,110,70,20171215,200555,VIKING ADVENTURE,VIKING ADVENTURE,,NAME:caf53d8c7d74,False
Cargo/20171215e-111/214529.wav,Cargo,matched,exact_date_time,high,111,70,20171215,214529,SEASPAN SWIFT,SEASPAN SWIFT,,NAME:f0ec5fb36652,False
Passenger/20160505-1/1.wav,Passenger,matched,record_id_and_date,high,1,60,20160505,125658,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20160506-2/2.wav,Passenger,matched,record_id_and_date,high,2,60,20160506,081240,CELEBRITY SOLSTICE,CELEBRITY SOLSTICE,,NAME:3c44b7853956,False
Passenger/20160506d-3/3.wav,Passenger,matched,record_id_and_date,high,3,60,20160506,233804,MAYNE QUEEN,MAYNE QUEEN,,NAME:6dd310d689ab,False
Passenger/20160507a-4/4.wav,Passenger,matched,record_id_and_date,high,4,60,20160507,043512,MALASPINA,MALASPINA,,NAME:2d63fb2a6a82,False
Passenger/20160507b-5/5.wav,Passenger,matched,record_id_and_date,high,5,69,20160507,115325,RUBY PRINCESS,RUBY PRINCESS,,NAME:294943da2ef8,False
Passenger/20160507c-6/6.wav,Passenger,matched,record_id_and_date,high,6,60,20160507,202625,COASTAL INSPIRATION,COASTAL INSPIRATION,,NAME:f772cd8e276b,False
Passenger/20160514-7/113853.wav,Passenger,matched,exact_date_time,high,7,60,20160514,113853,CORAL PRINCESS,CORAL PRINCESS,,NAME:c9307fd7705a,False
Passenger/20160515-8/8.wav,Passenger,matched,record_id_and_date,high,8,69,20160515,062337,KENNICOTT,KENNICOTT,,NAME:6d8198e89988,False
Passenger/20160516a-9/9.wav,Passenger,matched,record_id_and_date,high,9,60,20160516,112116,CARNIVAL LEGEND,CARNIVAL LEGEND,,NAME:090036cade0f,False
Passenger/20160521a-10/041411.wav,Passenger,matched,exact_date_time,high,10,60,20160521,041411,MALASPINA,MALASPINA,,NAME:2d63fb2a6a82,False
Passenger/20160522-11/182048.wav,Passenger,matched,exact_date_time,high,11,60,20160522,182048,CRYSTAL SERENITY,CRYSTAL SERENITY,,NAME:57a753175514,False
Passenger/20160528-12/12.wav,Passenger,matched,record_id_and_date,high,12,60,20160528,040358,MALASPINA,MALASPINA,,NAME:2d63fb2a6a82,False
Passenger/20160529-13/083740.wav,Passenger,matched,exact_date_time,high,13,69,20160529,083740,KENNICOTT,KENNICOTT,,NAME:6d8198e89988,False
Passenger/20160601c-14/14.wav,Passenger,matched,record_id_and_date,high,14,60,20160601,035047,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20160603-15/042208.wav,Passenger,matched,exact_date_time,high,15,69,20160603,042208,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160604-16/16.wav,Passenger,matched,record_id_and_date,high,16,60,20160604,040249,MALASPINA,MALASPINA,,NAME:2d63fb2a6a82,False
Passenger/20160606-17/17.wav,Passenger,matched,record_id_and_date,high,17,69,20160606,153056,COASTAL RENAISSANCE,COASTAL RENAISSANCE,,NAME:6e93fdff983b,False
Passenger/20160616a-20/165320.wav,Passenger,matched,exact_date_time,high,20,69,20160616,165320,TACHEK,TACHEK,,NAME:12709810e438,False
Passenger/20160616b-21/200904.wav,Passenger,matched,exact_date_time,high,21,69,20160616,200904,TACHEK,TACHEK,,NAME:12709810e438,False
Passenger/20160625a-22/041906.wav,Passenger,matched,exact_date_time,high,22,69,20160625,041906,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160629a-23/23.wav,Passenger,matched,record_id_and_date,high,23,60,20160629,135115,BOWEN QUEEN,BOWEN QUEEN,,NAME:5cdf69eccb08,False
Passenger/20160629b-24/135359.wav,Passenger,matched,exact_date_time,high,24,60,20160629,135359,BOWEN QUEEN,BOWEN QUEEN,,NAME:5cdf69eccb08,False
Passenger/20160716-26/035748.wav,Passenger,matched,exact_date_time,high,26,69,20160716,035748,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160724a-27/27.wav,Passenger,matched,record_id_and_date,high,27,69,20160724,035758,KENNICOTT,KENNICOTT,,NAME:6d8198e89988,False
Passenger/20160724b-28/110548.wav,Passenger,matched,exact_date_time,high,28,69,20160724,110548,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160727-29/29.wav,Passenger,matched,record_id_and_date,high,29,60,20160727,111808,CRYSTAL SERENITY,CRYSTAL SERENITY,,NAME:57a753175514,False
Passenger/20160806-30/30.wav,Passenger,matched,record_id_and_date,high,30,69,20160806,035410,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160807a-31/31.wav,Passenger,matched,record_id_and_date,high,31,69,20160807,043508,KENNICOTT,KENNICOTT,,NAME:6d8198e89988,False
Passenger/20160813a-32/32.wav,Passenger,matched,record_id_and_date,high,32,69,20160813,040611,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160820a-33/33.wav,Passenger,matched,record_id_and_date,high,33,69,20160820,202935,COASTAL INSPIRATION,COASTAL INSPIRATION,,NAME:f772cd8e276b,False
Passenger/20160821a-34/174334.wav,Passenger,matched,exact_date_time,high,34,60,20160821,174334,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20160827-35/043503.wav,Passenger,matched,exact_date_time,high,35,69,20160827,043503,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160827-36/043503.wav,Passenger,matched,record_id_and_date,high,36,69,20160827,043550,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160827-37/37.wav,Passenger,matched,record_id_and_date,high,37,69,20160827,043733,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160831-38/034757.wav,Passenger,matched,exact_date_time,high,38,60,20160831,034757,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20160904a-39/035818.wav,Passenger,matched,exact_date_time,high,39,69,20160904,035818,KENNICOTT,KENNICOTT,,NAME:6d8198e89988,False
Passenger/20160908a-40/174717.wav,Passenger,matched,exact_date_time,high,40,60,20160908,174717,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20160909-41/41.wav,Passenger,matched,record_id_and_date,high,41,60,20160909,114625,CELEBRITY SOLSTICE,CELEBRITY SOLSTICE,,NAME:3c44b7853956,False
Passenger/20160910-42/035117.wav,Passenger,matched,exact_date_time,high,42,69,20160910,035117,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20160916a-43/124641.wav,Passenger,matched,exact_date_time,high,43,60,20160916,124641,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20160917a-44/184735.wav,Passenger,matched,exact_date_time,high,44,69,20160917,184735,COLUMBIA,COLUMBIA,,NAME:4cf58332b857,False
Passenger/20161003b-45/175305.wav,Passenger,matched,exact_date_time,high,45,60,20161003,175305,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20161019a-46/174803.wav,Passenger,matched,exact_date_time,high,46,60,20161019,174803,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20161028a-47/224803.wav,Passenger,matched,exact_date_time,high,47,60,20161028,224803,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20161102-48/124450.wav,Passenger,matched,exact_date_time,high,48,60,20161102,124450,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20161208-49/163603.wav,Passenger,matched,record_id_and_date,high,49,60,20161208,163602,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
Passenger/20161214-50/50.wav,Passenger,matched,record_id_and_date,high,50,69,20161214,162017,COASTAL INSPIRATION,COASTAL INSPIRATION,,NAME:f772cd8e276b,False
Passenger/20170111-51/193600.wav,Passenger,matched,record_id_and_date,high,51,60,20170111,193906,SALISH ORCA,SALISH ORCA,,NAME:9bd30978b71e,False
Passenger/20170111-52/193600.wav,Passenger,matched,record_id_and_date,high,52,60,20170111,194020,SALISH ORCA,SALISH ORCA,,NAME:9bd30978b71e,False
Passenger/20170114-53/053615.wav,Passenger,matched,exact_date_time,high,53,60,20170114,053615,MALASPINA,MALASPINA,,NAME:2d63fb2a6a82,False
Passenger/20170202-54/183738.wav,Passenger,matched,exact_date_time,high,54,60,20170202,183738,SALISH ORCA,SALISH ORCA,,NAME:9bd30978b71e,False
Passenger/20170215-55/152700.wav,Passenger,matched,exact_date_time,high,55,60,20170215,152700,SPIRIT OF,SPIRIT OF,,NAME:6577956387bd,True
Passenger/20170218-56/050212.wav,Passenger,matched,exact_date_time,high,56,60,20170218,050212,MALASPINA,MALASPINA,,NAME:2d63fb2a6a82,False
Passenger/20170219-57/153805.wav,Passenger,matched,exact_date_time,high,57,60,20170219,153805,POWELL RIVER,POWELL RIVER,,NAME:e09db06529d3,False
Passenger/20170219-58/153805.wav,Passenger,matched,record_id_and_date,high,58,60,20170219,154035,POWELL RIVER,POWELL RIVER,,NAME:e09db06529d3,False
Passenger/20170312-59/153853.wav,Passenger,matched,exact_date_time,high,59,60,20170312,153853,SPIRIT OF,SPIRIT OF,,NAME:6577956387bd,True
Passenger/20170322-60/061551.wav,Passenger,matched,exact_date_time,high,60,69,20170322,061551,COASTAL INSPIRATION,COASTAL INSPIRATION,,NAME:f772cd8e276b,False
Passenger/20170330-61/175151.wav,Passenger,matched,exact_date_time,high,61,60,20170330,175151,QUEEN OF,QUEEN OF,,NAME:e9468dec673d,True
