relative_path,class_name,sample_rate,num_frames,channels,duration_seconds,file_size_bytes,content_sha256,full_segments
Cargo/20171127-53/231436.wav,Cargo,32000,11328000,1,354.0,45312058,a27588c98c963b8f1182404211eadc8409e4daeae433df1dc264e1675b4b1e21,118
Cargo/20171128a-54/080742.wav,Cargo,32000,12640000,1,395.0,50560058,c6b836d0fd7032c351fb0ed4d8b8da50fb63f0389b5fe786e22e2702cf9ee14a,131
Cargo/20171129-55/000645.wav,Cargo,32000,11328000,1,354.0,45312058,625010b3d140e12039e0fd13a16c7633e712016d30671f696ee7677ac73400a0,118
Cargo/20171129c-56/075459.wav,Cargo,32000,17376000,1,543.0,69504058,b83ba003b232be05910cda029ef3400c3a004ed5867c5087484c68f6a1161b03,181
Cargo/20171130-57/165031.wav,Cargo,32000,11328000,1,354.0,45312058,3e4f2c5d25d4bccdbaf06fe6658d33f37d25fcfc1880dfc798db5267e350b692,118
Cargo/20171130c-58/231720.wav,Cargo,32000,14080000,1,440.0,56320058,a168ceefa71975e4db0ab384eb1be43affd37be70c1e9680177236bedbb603ba,146
Cargo/20171201-59/080357.wav,Cargo,32000,9824000,1,307.0,39296058,8cda63b9ba4bfe791ab911690dfe5da2c662ee99227d9a99b8ca95b7073f85a1,102
Cargo/20171201a-60/111402.wav,Cargo,32000,9376000,1,293.0,37504058,5390e8038f409bd37723e4c6bd141ca39aeb367c074413df85723af2129b18c0,97
Cargo/20171202a-61/054923.wav,Cargo,32000,11008000,1,344.0,44032058,dfbd5d206eb837421b3ed13c42d0ad5783d436b6e421dd792a6136d825d75a27,114
Cargo/20171202b-62/62.wav,Cargo,32000,6336000,1,198.0,25344058,3edadf795b0d61a935542f8280c9ab105e04be32ba261d45cb1642c16a202c61,66
Cargo/20171202c-63/123015.wav,Cargo,32000,11616000,1,363.0,46464058,4d401f547e29bdd32dc9c520579ba69915e05ae042dab25985379591f71f99d6,121
Cargo/20171202e-64/141802.wav,Cargo,32000,17888000,1,559.0,71552058,c8ca51b73a21b6d7f610a8c9698a1f94d985c04beda60722123c3bb10d942a5d,186
Cargo/20171203-65/191824.wav,Cargo,32000,11840000,1,370.0,47360058,7a18e1756ef81fd51e84cb9ed7178dc38865bfaadd2cf81315e0011bf21ac77c,123
Cargo/20171204-66/024305.wav,Cargo,32000,6784000,1,212.0,27136058,2f3a4c8329f71f4f992a3b4f7b1d75af6242bc0daab57353d0f72c7414329822,70
Cargo/20171204a-67/051220.wav,Cargo,32000,6624000,1,207.0,26496058,7983a5f54c30546baaf170f17633eaa321eba328d64d436ef3089ceadb7363b5,69
Cargo/20171204b-68/201125.wav,Cargo,32000,11392000,1,356.0,45568058,f7216e0fd80857248dcecf40829c5f4dd0272d11ea1f4095a3cb1a97a239c5cf,118
Cargo/20171205-69/69.wav,Cargo,32000,5888000,1,184.0,23552058,eb17ff793300b4e735d2016e6a688e310af6660a25c111656a072e2632dcb70f,61
Cargo/20171205a-70/030344.wav,Cargo,32000,11936000,1,373.0,47744058,3367e5d227beca9958505c3cc4261e12feef5815c73e3cc589be86fcc2900d77,124
Cargo/20171205e-71/111659.wav,Cargo,32000,8800000,1,275.0,35200058,067a6878e363b77a769964c1fffbfefc3e376cae8daeffdb60cccb970b0569fc,91
Cargo/20171205f-72/114551.wav,Cargo,32000,10016000,1,313.0,40064058,19030e7c4e646e63ef0679bc9dc71f1070ec3e5c16f856f64de730269d550c9d,104
Cargo/20171205g-73/124454.wav,Cargo,32000,14048000,1,439.0,56192058,8a1e9fe9cb17c421d1b427d7f391d55a1e08e0cbe5339611351f97fa5afaf2da,146
Cargo/20171205h-74/140834.wav,Cargo,32000,13120000,1,410.0,52480058,6f6874e24a273eb3c0ecbdbbcb461d0ce68da36b148e2ee82a91d8031061409b,136
Cargo/20171205i-75/202122.wav,Cargo,32000,7072000,1,221.0,28288058,d64325f3a54355619fe5020701963c266d9d9e9736429bc9a0dc5009652db138,73
Cargo/20171206-76/004911.wav,Cargo,32000,15936000,1,498.0,63744058,111dd4bff66969b20bb4d1140d1d0a251ea08fe57dfbe66fee01849e4a61efc8,166
Cargo/20171206a-77/014907.wav,Cargo,32000,11776000,1,368.0,47104058,747c1d056e17f36c910a575bb54af12618432e6f5fbbec62815bf08ce47aef2b,122
Cargo/20171206e-78/78.wav,Cargo,32000,6208000,1,194.0,24832058,296a41550ba23815b96410ff633e5d7ac21ae14a420a22ed8cea9cebf315a080,64
Cargo/20171207-79/010450.wav,Cargo,32000,7680000,1,240.0,30720058,935c394d689dda2c16509f69447ddaa4e50a4510dffcfe83a15572ced5808397,80
Cargo/20171207a-80/013045.wav,Cargo,32000,14816000,1,463.0,59264058,3f6e1b78dce75ff98679bf2e503c32358c07abe519464c5eb9901dceb2a2ff12,154
Cargo/20171207b-81/032120.wav,Cargo,32000,17632000,1,551.0,70528058,a929dbb49e2c71193e671acef5670c7c47c77cad93e0a162f814e2201e8c1244,183
Cargo/20171207d-82/100039.wav,Cargo,32000,7328000,1,229.0,29312058,68e1b92cb7b430e40a8234ea0afa1f88413de4f7527e767031a7fc4c07f2c9a8,76
Cargo/20171207f-83/190947.wav,Cargo,32000,8000000,1,250.0,32000058,d627fc19b56bf308ca8637c502b7cc1fa8f37e461d186b1464ad17459894b89c,83
Cargo/20171208-84/005033.wav,Cargo,32000,11712000,1,366.0,46848058,6149a0a28bf5de91b7b8f15b10388808ec116105c8cdd5779c69360f6d226771,122
Cargo/20171209-85/001029.wav,Cargo,32000,17280000,1,540.0,69120058,7f315fe2d2e17b5eceacdde3b2ef56f3b389927eac12e08a4cafa1b2edad533d,180
Cargo/20171209b-86/054935.wav,Cargo,32000,6656000,1,208.0,26624058,210c9f79e747da12ec1444c2914474718617c07612d9ec9f9ccb9812147b91b6,69
Cargo/20171209c-87/140111.wav,Cargo,32000,13152000,1,411.0,52608058,058c41ba9ff9469f6ca1600bdb03783ad60a116ae0ea72ad6d3d212db740e56d,137
Cargo/20171210-88/004442.wav,Cargo,32000,17216000,1,538.0,68864058,e5fb0a33a8953d3de88c8cdec43909ebafb6a49c1e8c4018a7e3fd86e5cc0c58,179
Cargo/20171210a-89/020139.wav,Cargo,32000,12224000,1,382.0,48896058,fb7d939ab6c2d6145321a9846fd7e396457a31082b05f45aec6fb66bbdb61089,127
Cargo/20171210c-90/124043.wav,Cargo,32000,11840000,1,370.0,47360058,32917cfb8b034b3e2e78991152e1cfc4c0ea981044f4ea35b1560654dc4dd074,123
Cargo/20171212a-91/003918.wav,Cargo,32000,8160000,1,255.0,32640058,eee9ea50359c2c92f81491c811a14478264de067e94a16531a45e18d9bef2b42,85
Cargo/20171212b-92/040423.wav,Cargo,32000,11552000,1,361.0,46208058,bd4279136dc04d42ba9b51972bfd7ffd5141dacf4507847ce28559774ff3431e,120
Cargo/20171212c-93/101404.wav,Cargo,32000,6592000,1,206.0,26368058,a8c395f7b21275628a0cede5df570f9d020491c39e946fc96f311fa00b7be6eb,68
Cargo/20171212d-94/141302.wav,Cargo,32000,13632000,1,426.0,54528058,e48bd64090aaeaed47d86dd045759eaa38475228176dda1eb54915fa01984b19,142
Cargo/20171213-95/042800.wav,Cargo,32000,8320000,1,260.0,33280058,f38a3c7d2c72f451dcd18464a9b2c43d97f11594c0b51ffdde69e50e9f8525bf,86
Cargo/20171213b-96/96.wav,Cargo,32000,6368000,1,199.0,25472058,2f445f3807e0cd53dc8a7089753d335f1f7e79d21db4b960f5c72cbeca516253,66
Cargo/20171213d-97/154210.wav,Cargo,32000,8832000,1,276.0,35328058,2157361c441e02e91f549396424cceb121ff1b848290b0fc89c8b0902bd29455,92
Cargo/20171213e-98/231302.wav,Cargo,32000,18176000,1,568.0,72704058,47a99866d0898a6bb44b67d2673a872652d13d84e57f7705fcdc335c90ce3706,189
Cargo/20171213f-99/99.wav,Cargo,32000,5952000,1,186.0,23808058,dc82b135a09aaf399a865ab5bb27013de0b7eca674aac0861839e00008ee6352,62
Cargo/20171213g-100/234857.wav,Cargo,32000,11200000,1,350.0,44800058,e3f5e00baf94c8fc082bf1641abf98cdf3ecd7e761920a5bb8caaf6f236ee05e,116
Cargo/20171214a-101/075400.wav,Cargo,32000,10208000,1,319.0,40832058,f11274b9d5e25c35724debe0ae0c049d4a22de1a1a88871d494f0d9c92daa13b,106
Cargo/20171214b-102/091542.wav,Cargo,32000,14144000,1,442.0,56576058,61873471067123866c32293da8b92827567693f1738558e12a1fb2c27ca6d5c7,147
Cargo/20171214d-103/103.wav,Cargo,32000,6368000,1,199.0,25472058,a90dd2a867674521867b7cd48a23a1d649d8fc3dceff614fa0e73094b857b4be,66
Cargo/20171214e-104/213748.wav,Cargo,32000,7968000,1,249.0,31872058,b54bd5ec6ece06ef85b367fbb1f29f78aa650d1dcb97beeaece0896934a4768a,83
Cargo/20171214f-105/215513.wav,Cargo,32000,14848000,1,464.0,59392058,e4b11d766c947248221d3475cfda7948c67b517c6599ceee217e449c9e880396,154
Cargo/20171215-106/014609.wav,Cargo,32000,10752000,1,336.0,43008058,5bce050bc2fae73f685e04e1d9fb28d8509b456370f54d2ecc5e582f35dd5a7b,112
Cargo/20171215a-107/112126.wav,Cargo,32000,7520000,1,235.0,30080058,c5764bfcb777898566bb970d446580b9b862a551f62a2d7cc187f2b89484f31c,78
Cargo/20171215b-108/114505.wav,Cargo,32000,11520000,1,360.0,46080058,2384e9e72077b5585026194434b48295b5e30f0b8cd36ef55d0c2265a0cdb58f,120
Cargo/20171215c-109/141018.wav,Cargo,32000,21344000,1,667.0,85376058,4b9ab618e7524dab6ec7b7dd5381a91caeaecd9004d03635a1a61f1923f27d30,222
Cargo/20171215d-110/110.wav,Cargo,32000,6464000,1,202.0,25856058,68953fdc86accd13d0528aa21f5ec6b31ce4c6d04388845393c51e7bf57cecef,67
Cargo/20171215e-111/214529.wav,Cargo,32000,6624000,1,207.0,26496058,1cb90c0493def2b6e0e4ced8d973d505fa24c51a44f3bd83ea19829597320700,69
Passenger/20160505-1/1.wav,Passenger,32000,1184000,1,37.0,4736058,1c6147ae257cf5d6063398a6287f4cee8d406f97fb1b0c56c5758280dd201d79,12
Passenger/20160506-2/2.wav,Passenger,32000,10688000,1,334.0,42752058,94908383f0c4527d2525d86a57c567e626199a81edc9a8b4706820510c1da7ac,111
Passenger/20160506d-3/3.wav,Passenger,32000,17792000,1,556.0,71168058,9c2e6afe7d3db3ff74421ed5b64f8f294b56304c2fef8ced33c48c7a12dcd77a,185
Passenger/20160507a-4/4.wav,Passenger,32000,6528000,1,204.0,26112058,8fc13439efbb5533ccc14f4407efdf2a42d40bc0d0cc159e03daf4c58fa0a236,68
Passenger/20160507b-5/5.wav,Passenger,32000,448000,1,14.0,1792058,7ad43fcca47b120b6c04c7e21fee7aa9d0148e904b92a41dbf6fecf4b4b3d48f,4
Passenger/20160507c-6/6.wav,Passenger,32000,960000,1,30.0,3840058,0e04500e6b3ffebbe381a99cc8d7acdcfc4080cc03439563fe8158464ea5437b,10
Passenger/20160514-7/113853.wav,Passenger,32000,11200000,1,350.0,44800058,015d213a4f32b5408456e7904f4afad7470af4f985277fbe9d598392e64625e7,116
Passenger/20160515-8/8.wav,Passenger,32000,384000,1,12.0,1536058,ddca6ab7a60826bdeda62dbe5228453c5b503ad6c6361d6ece6e58c2130d4b19,4
Passenger/20160516a-9/9.wav,Passenger,32000,352000,1,11.0,1408058,270807aec2ae1a7098e600173c459d10d75e45699d42d1468326a6763fd12c6c,3
Passenger/20160521a-10/041411.wav,Passenger,32000,11648000,1,364.0,46592058,1a991a28f4362571952750e417de29381fd4f659dc7b31fa78e26702b2a246c9,121
Passenger/20160522-11/182048.wav,Passenger,32000,15392000,1,481.0,61568058,72df5558ecba9433b03c2123cb5689a34cc8a3343c3f1861332d1586e8e67019,160
Passenger/20160528-12/12.wav,Passenger,32000,576000,1,18.0,2304058,35c8db4538403ce7e5f38a97158a271736f2255e57221e7e45f122d716b3e9d2,6
Passenger/20160529-13/083740.wav,Passenger,32000,7328000,1,229.0,29312058,5ab9c45b6a9ea139d0ce0efc0b4d311f656bef7bf28ecc401ef2b93db2611185,76
Passenger/20160601c-14/14.wav,Passenger,32000,1536000,1,48.0,6144058,27a191ac593a0b7b5fddb5fc9617eaf9de40bae5e4babf33f2a517b67afeeafb,16
Passenger/20160603-15/042208.wav,Passenger,32000,14656000,1,458.0,58624058,173a14ac6eeb340b879d616353584529c2668edd2bfa38e795bbf0f104107e70,152
Passenger/20160604-16/16.wav,Passenger,32000,352000,1,11.0,1408058,3cde3e0e17e8d3430c34b0d859c227e6c06a6ffb887c508a23c6aee8bdf83696,3
Passenger/20160606-17/17.wav,Passenger,32000,832000,1,26.0,3328058,3867d70258a88bd007a693e2e31f8ce30bed351c26a9f49564a378996bf9b740,8
Passenger/20160616a-20/165320.wav,Passenger,32000,12480000,1,390.0,49920058,913b4e5220db077f1639f4c47643307d901d24096d41aaeaecf201500f76dd47,130
Passenger/20160616b-21/200904.wav,Passenger,32000,25504000,1,797.0,102016058,8db03ec690a30d3d5c36015e1284f020d3c43180cc5fb02ea4ae3d5395c93926,265
Passenger/20160625a-22/041906.wav,Passenger,32000,12320000,1,385.0,49280058,b6300d15b5a04e56aca24bbbd68fb9e269463714e1c39e4745b91b8804dac6cb,128
Passenger/20160629a-23/23.wav,Passenger,32000,4160000,1,130.0,16640058,c4ba2930fd45f4a6a7ebce5bbf816eabfb527af536a0e9c14b42fcc051df1e6d,43
Passenger/20160629b-24/135359.wav,Passenger,32000,34528000,1,1079.0,138112058,40eb6993a1bc228d9c1004bfc1a0cc2c43bf92ea96137f68cbd44a771a5e4f95,359
Passenger/20160716-26/035748.wav,Passenger,32000,10208000,1,319.0,40832058,61f1153d79f487469e93a61f14e2f62d8429b36ab95d34283d7b11a03a0d28f9,106
Passenger/20160724a-27/27.wav,Passenger,32000,1056000,1,33.0,4224058,bc24f66da8d8d8c2c52a26c5b8ecdb5002bc22c87027c0cca4d3e8b2e8eb6e5c,11
Passenger/20160724b-28/110548.wav,Passenger,32000,8096000,1,253.0,32384058,6033134d63ef36d94269303913057d8ef5f748071714e2a7be36615f70cb4cc8,84
Passenger/20160727-29/29.wav,Passenger,32000,1152000,1,36.0,4608058,3e70ecec8f6f72ad420f7b06e945ad5981a3bad9a92c8cf5fa83172375d4a584,12
Passenger/20160806-30/30.wav,Passenger,32000,192000,1,6.0,768058,3dc5b6f27a3e015e157538dc1f497e9fa01c168392e5ce6d6680195fb7eef336,2
Passenger/20160807a-31/31.wav,Passenger,32000,512000,1,16.0,2048058,1815e841b9025e0443437516ee6093d5ebe59996ea4e145f33a839f37a1eb8a5,5
Passenger/20160813a-32/32.wav,Passenger,32000,1728000,1,54.0,6912058,65e23c5ed761e9b5418b2ebeff8ab299706c56c34c3ff106a1487afa7b761183,18
Passenger/20160820a-33/33.wav,Passenger,32000,3584000,1,112.0,14336058,319ba2b5a909dd69fe083c84e96cb2be947c45b927b61db1a26d855fc2ec369c,37
Passenger/20160821a-34/174334.wav,Passenger,32000,11072000,1,346.0,44288058,7ad181cef95248a1df1e521a3670a9217dad327b99b60d09d6fbdec9c54adbfa,115
Passenger/20160827-35/043503.wav,Passenger,32000,9056000,1,283.0,36224058,542ebf57d98d7223e425b773ee4223433a4ebcc708d63d34d5ae39bfdaaa9647,94
Passenger/20160827-36/043503.wav,Passenger,32000,9056000,1,283.0,36224058,542ebf57d98d7223e425b773ee4223433a4ebcc708d63d34d5ae39bfdaaa9647,94
Passenger/20160827-37/37.wav,Passenger,32000,5184000,1,162.0,20736058,074fd056abd3e0d1422a8c0ff3da6d4fbae3637d17fc36f2fc159c37c5f61844,54
Passenger/20160831-38/034757.wav,Passenger,32000,7616000,1,238.0,30464058,a56edc819b1ff3b04b4ad75de002116b6d873f569708488c88eeb32951fb5734,79
Passenger/20160904a-39/035818.wav,Passenger,32000,8896000,1,278.0,35584058,8f906840f84490710766b0c8f33d2e866c0c80da451a7d3f56e672506c3f2bf2,92
Passenger/20160908a-40/174717.wav,Passenger,32000,13728000,1,429.0,54912058,26ac877d167efb56b3c646fa8b58eedf3ba5a5e651e6bea41a8b4b2877d14bac,143
Passenger/20160909-41/41.wav,Passenger,32000,736000,1,23.0,2944058,46d669b18dae6fd088f810972e7fdbf6d12f338a62392288c147812796fdd84f,7
Passenger/20160910-42/035117.wav,Passenger,32000,10304000,1,322.0,41216058,c7cd3d568e2f235ba48168061d835d5e39aaaa39a482a59c02207a3cc377290b,107
Passenger/20160916a-43/124641.wav,Passenger,32000,9024000,1,282.0,36096058,b14963ac45ddbf2e2f1f94b643d0475a8026e7604d41db2eaf9af27ed48cc981,94
Passenger/20160917a-44/184735.wav,Passenger,32000,7360000,1,230.0,29440058,8f18d9c0a2588c4144cee00b9b9229bbaf62c194086abdc20f5fdb9692a0b9e2,76
Passenger/20161003b-45/175305.wav,Passenger,32000,10240000,1,320.0,40960058,c89234afa0f7f3c049c9f29133dd0b15bd0a9b7426a96f6395f4315ef0715306,106
Passenger/20161019a-46/174803.wav,Passenger,32000,10784000,1,337.0,43136058,e13b8ac722ef47da6a13089a82c61294789f40345ce415815d17b11ebb7dfb3e,112
Passenger/20161028a-47/224803.wav,Passenger,32000,10240000,1,320.0,40960058,092665c48fe4e44c7556d7578faaaf287fbb71ac749a31cfe1e50e7e937d8e99,106
Passenger/20161102-48/124450.wav,Passenger,32000,11232000,1,351.0,44928058,675a304b7cf2b56af3e906a578457e0081093ebee62d8905178b2e6034f665e7,117
Passenger/20161208-49/163603.wav,Passenger,32000,18560000,1,580.0,74240058,96f9ae5941e2da67c19646b59d6ea08ceeaf46ae785ab73f3bf3901bb0683661,193
Passenger/20161214-50/50.wav,Passenger,32000,5216000,1,163.0,20864058,87a00621488f9ea056aa47c856a06af007c988eaa8ddb025cf33f0a799515d3a,54
Passenger/20170111-51/193600.wav,Passenger,32000,9600000,1,300.0,38400058,b9957fc81ad6e8aa3eff77307f2245a9faa2f32a31ce9dd2489c3b70988248fe,100
Passenger/20170111-52/193600.wav,Passenger,32000,9600000,1,300.0,38400058,b9957fc81ad6e8aa3eff77307f2245a9faa2f32a31ce9dd2489c3b70988248fe,100
Passenger/20170114-53/053615.wav,Passenger,32000,1696000,1,53.0,6784058,2da5b82e647d4c19232436a4857de7358a34b9b676c516d72719d478e98f42f9,17
Passenger/20170202-54/183738.wav,Passenger,32000,41600000,1,1300.0,166400058,67cc1b4666e3eaea33760ab64719def4a62428458e3fd9e074d56b18a257856a,433
Passenger/20170215-55/152700.wav,Passenger,32000,15232000,1,476.0,60928058,6e58d04e341809fc4a4fa425b27611b3c82014a788b5697a93b8efa641ca32d4,158
Passenger/20170218-56/050212.wav,Passenger,32000,6976000,1,218.0,27904058,09b054f6b1416b9bd78378af5432cdb22bb0e04bbd7f78b4269a815a74d4d74f,72
Passenger/20170219-57/153805.wav,Passenger,32000,17056000,1,533.0,68224058,69393276122d65bf0229bbc45d6707c051cdbeb322d96994bce3f0a2b98df789,177
Passenger/20170219-58/153805.wav,Passenger,32000,17056000,1,533.0,68224058,69393276122d65bf0229bbc45d6707c051cdbeb322d96994bce3f0a2b98df789,177
Passenger/20170312-59/153853.wav,Passenger,32000,3328000,1,104.0,13312058,70d0440a68f80c1a95f00395386198b965db4072892fa4537d07b6320880ef16,34
