relative_path,class_name,vessel_key,partitions,selected_segments
Cargo/20171203-65/191824.wav,Cargo,NAME:b68decb5e35f,val,45
Cargo/20171204-66/024305.wav,Cargo,NAME:0454eb16c7f2,train,26
Cargo/20171204a-67/051220.wav,Cargo,MMSI:477669100,train,24
Cargo/20171204b-68/201125.wav,Cargo,NAME:d5212f5376c5,train,40
Cargo/20171205-69/69.wav,Cargo,NAME:ab6709103bb5,train,24
Cargo/20171205a-70/030344.wav,Cargo,NAME:3ab5953ca290,train,41
Cargo/20171205e-71/111659.wav,Cargo,NAME:5af949216224,train,33
Cargo/20171205f-72/114551.wav,Cargo,NAME:63acb8f3e756,train,52
Cargo/20171205g-73/124454.wav,Cargo,NAME:e2b7e04e42ad,test,60
Cargo/20171205h-74/140834.wav,Cargo,NAME:3ab5953ca290,train,55
Cargo/20171205i-75/202122.wav,Cargo,NAME:d5212f5376c5,train,29
Cargo/20171206-76/004911.wav,Cargo,NAME:63acb8f3e756,train,68
Cargo/20171206a-77/014907.wav,Cargo,MMSI:477669100,train,50
Cargo/20171206e-78/78.wav,Cargo,NAME:90a6918d0cc2,train,25
Cargo/20171207-79/010450.wav,Cargo,NAME:8ac2ca58c386,test,30
Cargo/20171207a-80/013045.wav,Cargo,NAME:64d31728ecca,test,68
Cargo/20171207b-81/032120.wav,Cargo,NAME:3ab5953ca290,train,74
Cargo/20171207d-82/100039.wav,Cargo,NAME:d5212f5376c5,train,28
Cargo/20171207f-83/190947.wav,Cargo,NAME:c028d85f8c7f,train,32
Cargo/20171208-84/005033.wav,Cargo,NAME:58f9969a0115,train,48
Cargo/20171209-85/001029.wav,Cargo,NAME:45bc83c012f4,test,69
Cargo/20171209b-86/054935.wav,Cargo,NAME:d5212f5376c5,train,27
Cargo/20171209c-87/140111.wav,Cargo,NAME:3ab5953ca290,train,54
Cargo/20171210-88/004442.wav,Cargo,NAME:366a7d34c731,train,73
Cargo/20171210a-89/020139.wav,Cargo,NAME:becd24724b0c,train,36
Cargo/20171210c-90/124043.wav,Cargo,NAME:ac7764f3ea51,val,58
Cargo/20171212a-91/003918.wav,Cargo,NAME:0b33ff8c9f47,train,33
Cargo/20171212b-92/040423.wav,Cargo,NAME:53be55a3c310,val,44
Cargo/20171212c-93/101404.wav,Cargo,NAME:5b38cef723e3,test,21
Cargo/20171212d-94/141302.wav,Cargo,NAME:3ab5953ca290,train,50
Cargo/20171213-95/042800.wav,Cargo,NAME:cb911fc87f5a,train,35
Cargo/20171213b-96/96.wav,Cargo,NAME:55e4cc202a44,test,24
Cargo/20171213d-97/154210.wav,Cargo,NAME:2a7cd609290c,train,35
Cargo/20171213e-98/231302.wav,Cargo,NAME:0884ca135c84,train,78
Cargo/20171213f-99/99.wav,Cargo,NAME:09300c73f5c9,train,19
Cargo/20171213g-100/234857.wav,Cargo,NAME:614ac1089522,train,42
Cargo/20171214a-101/075400.wav,Cargo,NAME:3ab5953ca290,train,45
Cargo/20171214b-102/091542.wav,Cargo,NAME:6848ae434d06,train,63
Cargo/20171214d-103/103.wav,Cargo,NAME:9545bbe412c1,train,19
Cargo/20171214e-104/213748.wav,Cargo,NAME:f0ec5fb36652,val,38
Cargo/20171214f-105/215513.wav,Cargo,NAME:87d007354e28,train,62
Cargo/20171215-106/014609.wav,Cargo,NAME:59f2cdfa708b,val,48
Cargo/20171215a-107/112126.wav,Cargo,NAME:f0ec5fb36652,val,19
Cargo/20171215b-108/114505.wav,Cargo,NAME:1533fa5c8ebe,train,48
Cargo/20171215c-109/141018.wav,Cargo,NAME:3ab5953ca290,train,77
Cargo/20171215d-110/110.wav,Cargo,NAME:caf53d8c7d74,val,19
Cargo/20171215e-111/214529.wav,Cargo,NAME:f0ec5fb36652,val,27
Passenger/20160505-1/1.wav,Passenger,NAME:e9468dec673d,train,3
Passenger/20160506-2/2.wav,Passenger,NAME:3c44b7853956,train,37
Passenger/20160506d-3/3.wav,Passenger,NAME:6dd310d689ab,train,69
Passenger/20160507a-4/4.wav,Passenger,NAME:2d63fb2a6a82,test,24
Passenger/20160507c-6/6.wav,Passenger,NAME:f772cd8e276b,train,4
Passenger/20160514-7/113853.wav,Passenger,NAME:c9307fd7705a,train,42
Passenger/20160515-8/8.wav,Passenger,NAME:6d8198e89988,test,2
Passenger/20160516a-9/9.wav,Passenger,NAME:090036cade0f,train,2
Passenger/20160521a-10/041411.wav,Passenger,NAME:2d63fb2a6a82,test,32
Passenger/20160522-11/182048.wav,Passenger,NAME:57a753175514,train,60
Passenger/20160528-12/12.wav,Passenger,NAME:2d63fb2a6a82,test,3
Passenger/20160529-13/083740.wav,Passenger,NAME:6d8198e89988,test,22
Passenger/20160601c-14/14.wav,Passenger,NAME:e9468dec673d,train,4
Passenger/20160603-15/042208.wav,Passenger,NAME:4cf58332b857,train,47
Passenger/20160606-17/17.wav,Passenger,NAME:6e93fdff983b,train,1
Passenger/20160616a-20/165320.wav,Passenger,NAME:12709810e438,train,45
Passenger/20160616b-21/200904.wav,Passenger,NAME:12709810e438,train,82
Passenger/20160625a-22/041906.wav,Passenger,NAME:4cf58332b857,train,37
Passenger/20160629a-23/23.wav,Passenger,NAME:5cdf69eccb08,val,15
Passenger/20160629b-24/135359.wav,Passenger,NAME:5cdf69eccb08,val,117
Passenger/20160716-26/035748.wav,Passenger,NAME:4cf58332b857,train,41
Passenger/20160724a-27/27.wav,Passenger,NAME:6d8198e89988,test,6
Passenger/20160724b-28/110548.wav,Passenger,NAME:4cf58332b857,train,31
Passenger/20160727-29/29.wav,Passenger,NAME:57a753175514,train,3
Passenger/20160807a-31/31.wav,Passenger,NAME:6d8198e89988,test,1
Passenger/20160813a-32/32.wav,Passenger,NAME:4cf58332b857,train,10
Passenger/20160820a-33/33.wav,Passenger,NAME:f772cd8e276b,train,9
Passenger/20160821a-34/174334.wav,Passenger,NAME:e9468dec673d,train,29
Passenger/20160827-35/043503.wav,Passenger,NAME:4cf58332b857,train,26
Passenger/20160827-36/043503.wav,Passenger,NAME:4cf58332b857,train,27
Passenger/20160827-37/37.wav,Passenger,NAME:4cf58332b857,train,18
Passenger/20160831-38/034757.wav,Passenger,NAME:e9468dec673d,train,24
Passenger/20160904a-39/035818.wav,Passenger,NAME:6d8198e89988,test,23
Passenger/20160908a-40/174717.wav,Passenger,NAME:e9468dec673d,train,45
Passenger/20160909-41/41.wav,Passenger,NAME:3c44b7853956,train,5
Passenger/20160910-42/035117.wav,Passenger,NAME:4cf58332b857,train,38
Passenger/20160916a-43/124641.wav,Passenger,NAME:e9468dec673d,train,33
Passenger/20160917a-44/184735.wav,Passenger,NAME:4cf58332b857,train,22
Passenger/20161003b-45/175305.wav,Passenger,NAME:e9468dec673d,train,31
Passenger/20161019a-46/174803.wav,Passenger,NAME:e9468dec673d,train,37
Passenger/20161028a-47/224803.wav,Passenger,NAME:e9468dec673d,train,34
Passenger/20161102-48/124450.wav,Passenger,NAME:e9468dec673d,train,36
Passenger/20161208-49/163603.wav,Passenger,NAME:e9468dec673d,train,57
Passenger/20161214-50/50.wav,Passenger,NAME:f772cd8e276b,train,18
Passenger/20170111-51/193600.wav,Passenger,NAME:9bd30978b71e,train,24
Passenger/20170111-52/193600.wav,Passenger,NAME:9bd30978b71e,train,39
Passenger/20170114-53/053615.wav,Passenger,NAME:2d63fb2a6a82,test,8
Passenger/20170202-54/183738.wav,Passenger,NAME:9bd30978b71e,train,126
Passenger/20170215-55/152700.wav,Passenger,NAME:6577956387bd,val,58
Passenger/20170218-56/050212.wav,Passenger,NAME:2d63fb2a6a82,test,20
Passenger/20170219-57/153805.wav,Passenger,NAME:e09db06529d3,train,51
Passenger/20170219-58/153805.wav,Passenger,NAME:e09db06529d3,train,71
Passenger/20170312-59/153853.wav,Passenger,NAME:6577956387bd,val,12
Passenger/20170322-60/061551.wav,Passenger,NAME:f772cd8e276b,train,3
Passenger/20170330-61/175151.wav,Passenger,NAME:e9468dec673d,train,17
Passenger/20170331-62/044959.wav,Passenger,NAME:475fbc93197e,train,22
Passenger/20170401-63/000636.wav,Passenger,NAME:6577956387bd,val,3
Passenger/20170401-64/000636.wav,Passenger,NAME:6577956387bd,val,3
Passenger/20170408-65/040520.wav,Passenger,NAME:2d63fb2a6a82,test,25
Passenger/20170408a-66/224944.wav,Passenger,NAME:e9468dec673d,train,6
Passenger/20170417-67/025741.wav,Passenger,NAME:d397b2cb1e5f,train,35
Passenger/20170429a-68/102113.wav,Passenger,NAME:b6b0a370257c,train,11
Passenger/20170430-69/011712.wav,Passenger,NAME:6e93fdff983b,train,6
Passenger/20170503c-70/201813.wav,Passenger,NAME:d52a8f40e6e5,val,2
Passenger/20170506a-71/114552.wav,Passenger,NAME:c9307fd7705a,train,42
Passenger/20170508-72/035234.wav,Passenger,NAME:d397b2cb1e5f,train,26
Passenger/20170509-74/174012.wav,Passenger,NAME:d52a8f40e6e5,val,43
Passenger/20170510-75/113409.wav,Passenger,NAME:273f57f1c3cb,train,26
Passenger/20170511a-76/195844.wav,Passenger,NAME:743d3e63e1be,train,65
Passenger/20170512a-77/113827.wav,Passenger,NAME:804d3f860f7f,train,21
Passenger/20170513a-79/201854.wav,Passenger,NAME:6e93fdff983b,train,2
Passenger/20170514-80/060420.wav,Passenger,NAME:6d8198e89988,test,5
Passenger/20170517a-82/162940.wav,Passenger,NAME:d52a8f40e6e5,val,3
Passenger/20170517b-83/225337.wav,Passenger,NAME:e9468dec673d,train,16
Passenger/20170520a-84/174851.wav,Passenger,NAME:e9468dec673d,train,12
Passenger/20170522-85/110529.wav,Passenger,NAME:95b1ec354a54,val,49
Passenger/20170527-86/013032.wav,Passenger,NAME:6e93fdff983b,train,7
Passenger/20170530a-87/165315.wav,Passenger,NAME:d52a8f40e6e5,val,42
Passenger/20170601-88/112643.wav,Passenger,NAME:475f52553eec,train,28
Passenger/20170603-89/012058.wav,Passenger,NAME:6e93fdff983b,train,2
Passenger/20170605-90/174603.wav,Passenger,NAME:e9468dec673d,train,33
Passenger/20170605a-91/191933.wav,Passenger,NAME:d52a8f40e6e5,val,3
Passenger/20170613-92/162550.wav,Passenger,NAME:d52a8f40e6e5,val,24
Passenger/20170615-93/124844.wav,Passenger,NAME:e9468dec673d,train,18
Passenger/20170616-94/174832.wav,Passenger,NAME:6a1be01de075,test,51
Passenger/20170616a-95/231343.wav,Passenger,NAME:6a1be01de075,test,13
Passenger/20170617a-96/073155.wav,Passenger,NAME:96698987faf3,val,209
Passenger/20170625-97/000157.wav,Passenger,NAME:743d3e63e1be,train,3
Passenger/20170627a-98/152638.wav,Passenger,NAME:6e93fdff983b,train,21
Passenger/20170629-99/012112.wav,Passenger,NAME:6e93fdff983b,train,30
Passenger/20170701-100/013614.wav,Passenger,NAME:f772cd8e276b,train,7
Passenger/20170709-101/095127.wav,Passenger,NAME:a3d33f132069,train,75
Passenger/20170715-102/041047.wav,Passenger,NAME:2d63fb2a6a82,test,39
Passenger/20170716-103/111744.wav,Passenger,NAME:ef36a42adac1,train,65
Passenger/20170720a-104/110917.wav,Passenger,NAME:57a753175514,train,2
Passenger/20170723-105/095606.wav,Passenger,NAME:6d8198e89988,test,32
Passenger/20170725-106/143547.wav,Passenger,NAME:44a1c264f838,train,5
Passenger/20170729a-107/151035.wav,Passenger,NAME:e9468dec673d,train,62
Passenger/20170802-108/230730.wav,Passenger,NAME:743d3e63e1be,train,23
Passenger/20170803-109/231129.wav,Passenger,NAME:743d3e63e1be,train,16
Passenger/20170808-110/113313.wav,Passenger,NAME:57a753175514,train,6
Passenger/20170826a-111/043132.wav,Passenger,NAME:2d63fb2a6a82,test,12
Passenger/20170827-112/033909.wav,Passenger,NAME:4cf58332b857,train,36
Passenger/20170905-113/224957.wav,Passenger,NAME:e9468dec673d,train,13
Passenger/20170906-114/104632.wav,Passenger,NAME:6577956387bd,val,47
Passenger/20170906-115/104632.wav,Passenger,NAME:6577956387bd,val,54
Passenger/20170912a-116/184302.wav,Passenger,NAME:6577956387bd,val,35
Passenger/20170912a-117/184302.wav,Passenger,NAME:6577956387bd,val,39
Passenger/20170912b-118/201835.wav,Passenger,NAME:f772cd8e276b,train,20
Passenger/20170915-119/210154.wav,Passenger,NAME:475fbc93197e,train,1
Passenger/20170925-120/101039.wav,Passenger,NAME:b6b0a370257c,train,22
Passenger/20171001-121/105017.wav,Passenger,MMSI:245206000,train,1
Passenger/20171007-122/015806.wav,Passenger,NAME:6d8198e89988,test,27
Passenger/20171012-123/165340.wav,Passenger,NAME:d52a8f40e6e5,val,41
Passenger/20171017-124/095628.wav,Passenger,MMSI:245206000,train,31
Passenger/20171020a-125/201024.wav,Passenger,NAME:e9468dec673d,train,62
Passenger/20171106-127/044551.wav,Passenger,NAME:d397b2cb1e5f,train,18
Passenger/20171110-129/224141.wav,Passenger,NAME:ac5271faa543,test,42
Passenger/20171116-130/161921.wav,Passenger,NAME:e9468dec673d,train,29
Passenger/20171120-131/163321.wav,Passenger,NAME:e9468dec673d,train,15
Passenger/20171207-133/162949.wav,Passenger,NAME:44a1c264f838,train,20
Passenger/20171208d-134/023937.wav,Passenger,NAME:6e93fdff983b,train,3
Passenger/20171210-135/021603.wav,Passenger,NAME:6e93fdff983b,train,43
Passenger/20171229-136/201102.wav,Passenger,NAME:5cdf69eccb08,val,30
Passenger/20180120-139/191134.wav,Passenger,NAME:743d3e63e1be,train,30
Passenger/20180125-140/071504.wav,Passenger,NAME:6e93fdff983b,train,31
Passenger/20180202-141/134746.wav,Passenger,NAME:e9468dec673d,train,23
Passenger/20180205-142/230715.wav,Passenger,NAME:f772cd8e276b,train,35
Passenger/20180213-143/234934.wav,Passenger,NAME:e9468dec673d,train,10
Passenger/20180215-144/185044.wav,Passenger,NAME:e9468dec673d,train,2
Passenger/20180219-145/034422.wav,Passenger,NAME:e9468dec673d,train,27
Passenger/20180307-146/075607.wav,Passenger,NAME:44a1c264f838,train,30
Passenger/20180313a-147/181647.wav,Passenger,NAME:743d3e63e1be,train,10
Passenger/20180320-148/103759.wav,Passenger,NAME:6dd310d689ab,train,4
Passenger/20180326-149/180641.wav,Passenger,NAME:743d3e63e1be,train,39
Passenger/20180329-150/181312.wav,Passenger,NAME:743d3e63e1be,train,7
Passenger/20180330-151/032743.wav,Passenger,NAME:475fbc93197e,train,104
Passenger/20180406-152/135944.wav,Passenger,NAME:1cc8bfdb25e2,train,18
Passenger/20180406a-153/151655.wav,Passenger,NAME:44a1c264f838,train,38
Passenger/20180412-154/110230.wav,Passenger,NAME:13d1f5d04ad2,train,11
Passenger/20180420-155/033310.wav,Passenger,NAME:e9468dec673d,train,49
Passenger/20180426-156/114757.wav,Passenger,NAME:44a1c264f838,train,5
Passenger/20180501-157/112008.wav,Passenger,NAME:090036cade0f,train,36
Passenger/20180502-158/030648.wav,Passenger,NAME:6dd310d689ab,train,3
Passenger/20180503-159/153434.wav,Passenger,NAME:44a1c264f838,train,46
Passenger/20180505-160/063136.wav,Passenger,NAME:e9468dec673d,train,17
Passenger/20180505a-161/101511.wav,Passenger,NAME:cfe6aed11cb5,train,40
Passenger/20180506-162/054035.wav,Passenger,NAME:6577956387bd,val,11
Passenger/20180506a-163/105313.wav,Passenger,MMSI:246442000,val,57
Passenger/20180506b-164/113050.wav,Passenger,NAME:2ee705e3bc5c,train,37
Passenger/20180511-165/101015.wav,Passenger,NAME:3c44b7853956,train,1
Passenger/20180513-166/084039.wav,Passenger,NAME:8b251ee42ba7,train,35
Passenger/20180514-167/181453.wav,Passenger,NAME:743d3e63e1be,train,2
Passenger/20180518-168/031804.wav,Passenger,NAME:e9468dec673d,train,11
Passenger/20180519-169/012744.wav,Passenger,NAME:f772cd8e276b,train,2
Passenger/20180520-170/120550.wav,Passenger,NAME:d397b2cb1e5f,train,37
Passenger/20180522-171/064727.wav,Passenger,NAME:2bc9fdd5da2b,test,93
Passenger/20180524-172/225612.wav,Passenger,NAME:e9468dec673d,train,29
Passenger/20180617-173/201949.wav,Passenger,NAME:6e93fdff983b,train,16
Passenger/20180619-174/062048.wav,Passenger,NAME:6e93fdff983b,train,2
Passenger/20180630-175/094326.wav,Passenger,NAME:a3d33f132069,train,44
Passenger/20180630a-176/200100.wav,Passenger,NAME:afc7aff2731c,train,36
Passenger/20180703-177/221012.wav,Passenger,NAME:ec2b627fd541,test,20
Passenger/20180711-178/094820.wav,Passenger,NAME:a3d33f132069,train,41
Passenger/20180722-179/181231.wav,Passenger,NAME:743d3e63e1be,train,87
Passenger/20180821-18/153439.wav,Passenger,NAME:f772cd8e276b,train,24
Passenger/20180827-180/182309.wav,Passenger,NAME:743d3e63e1be,train,16
Passenger/20180828a-181/125034.wav,Passenger,NAME:e9468dec673d,train,11
Passenger/20180905a-19/211808.wav,Passenger,NAME:6577956387bd,val,17
Passenger/20180905b-182/061547.wav,Passenger,NAME:f772cd8e276b,train,22
Passenger/20180905c-183/212331.wav,Passenger,NAME:6577956387bd,val,31
Passenger/20180912-25/034620.wav,Passenger,NAME:e9468dec673d,train,9
Passenger/20180913-184/181821.wav,Passenger,NAME:743d3e63e1be,train,11
Passenger/20180914-185/182348.wav,Passenger,NAME:6577956387bd,val,55
Passenger/20180915-78/062231.wav,Passenger,NAME:f772cd8e276b,train,4
Passenger/20180917-81/035007.wav,Passenger,NAME:e9468dec673d,train,1
Passenger/20180921-186/111213.wav,Passenger,NAME:3c44b7853956,train,35
Passenger/20180922-187/124737.wav,Passenger,NAME:fb4f6ae05173,train,3
Passenger/20180923-188/012316.wav,Passenger,NAME:743d3e63e1be,train,2
Passenger/20180925-189/012450.wav,Passenger,NAME:f772cd8e276b,train,1
Passenger/20180926-190/011928.wav,Passenger,NAME:743d3e63e1be,train,3
Passenger/20181003-193/012519.wav,Passenger,NAME:743d3e63e1be,train,18
Tank/20160509-1/123109.wav,Tank,NAME:b0a3134494fd,val,29
Tank/20160511-2/2.wav,Tank,NAME:c70b18da6c17,test,21
Tank/20160515-3/020119.wav,Tank,NAME:185f42088a3b,train,37
Tank/20160516-4/134837.wav,Tank,NAME:81db2a73ba92,val,36
Tank/20160519-5/5.wav,Tank,NAME:43e4c255b356,train,3
Tank/20160526-6/6.wav,Tank,NAME:185f42088a3b,train,24
Tank/20160531-7/142749.wav,Tank,NAME:e3335e3db1c5,val,43
Tank/20160601-8/8.wav,Tank,NAME:b0a3134494fd,val,5
Tank/20160602-9/9.wav,Tank,NAME:8f684d432bca,train,1
Tank/20160602a-10/10.wav,Tank,NAME:2b9e227fbb9d,train,4
Tank/20160604-11/171238.wav,Tank,NAME:26e5f8adfaaa,train,37
Tank/20160612-12/12.wav,Tank,NAME:b0a3134494fd,val,5
Tank/20160613-13/13.wav,Tank,NAME:61c49e48beb3,train,12
Tank/20160615-14/14.wav,Tank,NAME:c73665fcee95,val,1
Tank/20160616-15/214515.wav,Tank,NAME:41a0ab2cec86,train,44
Tank/20160617-16/225229.wav,Tank,NAME:4da84da50f77,train,54
Tank/20160619-17/173821.wav,Tank,NAME:8c6cc95c2aa3,train,30
Tank/20160619a-18/18.wav,Tank,NAME:d84ec0bd649c,val,9
Tank/20160625-19/19.wav,Tank,NAME:a19655c7e341,train,1
Tank/20160702-20/20.wav,Tank,NAME:53145a3a8bee,train,18
Tank/20160703-21/21.wav,Tank,NAME:41a0ab2cec86,train,1
Tank/20160704-22/111311.wav,Tank,NAME:d84ec0bd649c,val,41
Tank/20160710-23/104049.wav,Tank,NAME:61c49e48beb3,train,34
Tank/20160710a-24/24.wav,Tank,NAME:c704202fce17,train,1
Tank/20160714-25/111759.wav,Tank,NAME:d300a40d9e9f,train,46
Tank/20160714a-26/141202.wav,Tank,NAME:8c6cc95c2aa3,train,42
Tank/20160724-27/025459.wav,Tank,NAME:61c49e48beb3,train,39
Tank/20160808-28/203415.wav,Tank,NAME:8c6cc95c2aa3,train,46
Tank/20160810-29/29.wav,Tank,NAME:c73665fcee95,val,18
Tank/20160810a-30/30.wav,Tank,NAME:b0a3134494fd,val,5
Tank/20160823-31/041452.wav,Tank,NAME:8beedeaaf506,train,37
Tank/20160829-32/32.wav,Tank,NAME:26e5f8adfaaa,train,8
Tank/20160831-33/33.wav,Tank,NAME:b0a3134494fd,val,2
Tank/20160904-34/005747.wav,Tank,NAME:8c6cc95c2aa3,train,29
Tank/20160906-35/35.wav,Tank,NAME:b0a3134494fd,val,3
Tank/20160907-36/094356.wav,Tank,NAME:242d5ab8c950,val,56
Tank/20160910-37/190037.wav,Tank,NAME:55db029d8de0,test,26
Tank/20160924-38/38.wav,Tank,NAME:41a0ab2cec86,train,21
Tank/20160927-39/39.wav,Tank,NAME:a92c1518168a,train,11
Tank/20161002-40/130331.wav,Tank,NAME:e3335e3db1c5,val,28
Tank/20161005-41/41.wav,Tank,NAME:b0a3134494fd,val,5
Tank/20161009-42/42.wav,Tank,NAME:6399040c812e,test,9
Tank/20161021-43/43.wav,Tank,NAME:2a242976cd9e,test,1
Tank/20161022-44/030503.wav,Tank,NAME:8c6cc95c2aa3,train,25
Tank/20161024-45/061514.wav,Tank,NAME:c70b18da6c17,test,25
Tank/20161027-46/145435.wav,Tank,NAME:80224c0e63db,train,33
Tank/20161030-47/47.wav,Tank,NAME:b0a3134494fd,val,1
Tank/20161101-48/48.wav,Tank,NAME:25e992f03eef,train,5
Tank/20161101a-49/49.wav,Tank,NAME:c8b47720a542,train,2
Tank/20161107-51/170102.wav,Tank,NAME:795f93d22a04,train,18
Tank/20161110-52/005212.wav,Tank,NAME:c73665fcee95,val,7
Tank/20161113-237/174452.wav,Tank,NAME:795f93d22a04,train,32
Tank/20161113a-53/212239.wav,Tank,NAME:b0a3134494fd,val,4
Tank/20161121-54/094048.wav,Tank,NAME:41a0ab2cec86,train,7
Tank/20161123-55/171423.wav,Tank,NAME:41832589d836,val,6
Tank/20161124-56/095256.wav,Tank,NAME:4da84da50f77,train,11
Tank/20161128-58/005608.wav,Tank,NAME:6dfcba65add2,train,50
Tank/20161206-59/221722.wav,Tank,NAME:e3335e3db1c5,val,7
Tank/20161208-61/135535.wav,Tank,NAME:55db029d8de0,test,3
Tank/20161208a-62/200744.wav,Tank,NAME:b0a3134494fd,val,2
Tank/20161211-63/204245.wav,Tank,NAME:8c6cc95c2aa3,train,45
Tank/20161215-64/025503.wav,Tank,NAME:e26de5f02cf6,train,1
Tank/20161218-65/134000.wav,Tank,NAME:20ca4f871efe,train,52
Tank/20161226-66/123224.wav,Tank,NAME:5e113b145850,train,1
Tank/20161227-67/034311.wav,Tank,NAME:b78a374f9098,val,3
Tank/20170102-68/001752.wav,Tank,NAME:847e5d06798c,test,13
Tank/20170119-69/153739.wav,Tank,NAME:6399040c812e,test,4
Tank/20170120-70/070941.wav,Tank,NAME:efb765ecb3c2,train,39
Tank/20170122-72/031957.wav,Tank,NAME:5a6ef80edeef,train,1
Tank/20170122b-74/050415.wav,Tank,NAME:ec90066b4592,train,21
